NPI,SERVICE_AREA_STATE,COUNTY,ISSUERID,SERVICEAREAID,SERVICE_AREA_ZIP,SPECIALTY,SERVICE_AREA_COVERAGE_PROVIDER_COUNT,MULTI_PROVIDER_AREA_FLAG,PROVIDER_COVERAGE_SHARE,SERVICE_AREA_PROVIDER_DENSITY_SCORE,SERVICE_AREA_ACCESS_LEVEL
1800001516,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001517,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001518,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001519,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001520,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001521,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001522,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001523,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001524,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001525,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001526,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001527,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001528,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001529,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001530,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001531,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001532,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001533,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001534,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001535,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001536,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001537,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001538,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001539,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001540,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001541,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001542,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001543,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001544,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001545,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001546,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001547,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001548,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001549,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001550,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001551,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001552,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001553,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001554,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001555,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001556,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001557,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001558,TX,Tarrant,TX48201,TX48439-END,76150,Endocrinology,43,1,0.023256,55.32,HIGH COVERAGE
1800001559,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001560,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001561,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001562,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001563,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001564,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001565,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001566,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001567,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001568,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001569,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001570,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001571,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001572,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001573,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001574,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001575,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001576,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001577,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001578,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001579,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001580,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001581,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001582,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001583,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001584,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001585,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001586,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001587,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001588,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001589,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001590,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001591,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001592,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001593,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001594,TX,Tarrant,TX48201,TX48439-PSY,76150,Psychiatry,36,1,0.027778,43.22,HIGH COVERAGE
1800001595,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001596,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001597,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001598,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001599,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001600,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001601,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001602,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001603,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001604,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001605,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001606,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001607,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001608,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001609,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001610,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001611,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001612,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001613,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001614,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001615,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001616,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001617,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001618,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001619,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001620,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001621,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001622,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001623,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001624,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001625,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001626,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001627,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001628,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001629,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001630,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001631,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001632,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001633,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001634,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001635,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001636,TX,Tarrant,TX48201,TX48439-PUL,76150,Pulmonary,42,1,0.02381,52.12,HIGH COVERAGE
1800001637,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001638,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001639,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001640,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001641,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001642,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001643,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001644,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001645,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001646,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001647,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001648,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001649,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001650,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001651,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001652,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001653,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001654,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001655,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001656,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001657,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001658,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001659,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001660,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001661,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001662,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001663,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001664,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001665,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001666,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001667,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001668,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001669,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001670,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001671,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001672,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001673,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001674,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001675,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001676,TX,Tarrant,TX48201,TX48439-RHE,76150,Rheumatology,40,1,0.025,47.02,HIGH COVERAGE
1800001677,NC,Cumberland,NC37001,NC37051-CAR,28350,Cardiology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001678,NC,Cumberland,NC37001,NC37051-CAR,28350,Cardiology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001679,NC,Cumberland,NC37001,NC37051-CAR,28350,Cardiology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001680,NC,Cumberland,NC37001,NC37051-CAR,28350,Cardiology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001681,NC,Cumberland,NC37001,NC37051-CAR,28350,Cardiology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001682,NC,Cumberland,NC37001,NC37051-CAR,28350,Cardiology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001683,NC,Cumberland,NC37001,NC37051-END,28350,Endocrinology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001684,NC,Cumberland,NC37001,NC37051-END,28350,Endocrinology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001685,NC,Cumberland,NC37001,NC37051-END,28350,Endocrinology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001686,NC,Cumberland,NC37001,NC37051-END,28350,Endocrinology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001687,NC,Cumberland,NC37001,NC37051-END,28350,Endocrinology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001688,NC,Cumberland,NC37001,NC37051-END,28350,Endocrinology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001689,NC,Cumberland,NC37001,NC37051-PSY,28350,Psychiatry,5,1,0.2,1.0,CRITICAL COVERAGE
1800001690,NC,Cumberland,NC37001,NC37051-PSY,28350,Psychiatry,5,1,0.2,1.0,CRITICAL COVERAGE
1800001691,NC,Cumberland,NC37001,NC37051-PSY,28350,Psychiatry,5,1,0.2,1.0,CRITICAL COVERAGE
1800001692,NC,Cumberland,NC37001,NC37051-PSY,28350,Psychiatry,5,1,0.2,1.0,CRITICAL COVERAGE
1800001693,NC,Cumberland,NC37001,NC37051-PSY,28350,Psychiatry,5,1,0.2,1.0,CRITICAL COVERAGE
1800001694,NC,Cumberland,NC37001,NC37051-PUL,28350,Pulmonary,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001695,NC,Cumberland,NC37001,NC37051-PUL,28350,Pulmonary,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001696,NC,Cumberland,NC37001,NC37051-PUL,28350,Pulmonary,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001697,NC,Cumberland,NC37001,NC37051-PUL,28350,Pulmonary,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001698,NC,Cumberland,NC37001,NC37051-PUL,28350,Pulmonary,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001699,NC,Cumberland,NC37001,NC37051-PUL,28350,Pulmonary,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001700,NC,Cumberland,NC37001,NC37051-RHE,28350,Rheumatology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001701,NC,Cumberland,NC37001,NC37051-RHE,28350,Rheumatology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001702,NC,Cumberland,NC37001,NC37051-RHE,28350,Rheumatology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001703,NC,Cumberland,NC37001,NC37051-RHE,28350,Rheumatology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001704,NC,Cumberland,NC37001,NC37051-RHE,28350,Rheumatology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001705,NC,Cumberland,NC37001,NC37051-RHE,28350,Rheumatology,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001706,NC,Forsyth,NC37001,NC37067-CAR,27150,Cardiology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001707,NC,Forsyth,NC37001,NC37067-CAR,27150,Cardiology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001708,NC,Forsyth,NC37001,NC37067-CAR,27150,Cardiology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001709,NC,Forsyth,NC37001,NC37067-CAR,27150,Cardiology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001710,NC,Forsyth,NC37001,NC37067-CAR,27150,Cardiology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001711,NC,Forsyth,NC37001,NC37067-CAR,27150,Cardiology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001712,NC,Forsyth,NC37001,NC37067-CAR,27150,Cardiology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001713,NC,Forsyth,NC37001,NC37067-END,27150,Endocrinology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001714,NC,Forsyth,NC37001,NC37067-END,27150,Endocrinology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001715,NC,Forsyth,NC37001,NC37067-END,27150,Endocrinology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001716,NC,Forsyth,NC37001,NC37067-END,27150,Endocrinology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001717,NC,Forsyth,NC37001,NC37067-END,27150,Endocrinology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001718,NC,Forsyth,NC37001,NC37067-END,27150,Endocrinology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001719,NC,Forsyth,NC37001,NC37067-END,27150,Endocrinology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001720,NC,Forsyth,NC37001,NC37067-PSY,27150,Psychiatry,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001721,NC,Forsyth,NC37001,NC37067-PSY,27150,Psychiatry,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001722,NC,Forsyth,NC37001,NC37067-PSY,27150,Psychiatry,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001723,NC,Forsyth,NC37001,NC37067-PSY,27150,Psychiatry,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001724,NC,Forsyth,NC37001,NC37067-PSY,27150,Psychiatry,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001725,NC,Forsyth,NC37001,NC37067-PSY,27150,Psychiatry,6,1,0.166667,2.43,CRITICAL COVERAGE
1800001726,NC,Forsyth,NC37001,NC37067-PUL,27150,Pulmonary,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001727,NC,Forsyth,NC37001,NC37067-PUL,27150,Pulmonary,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001728,NC,Forsyth,NC37001,NC37067-PUL,27150,Pulmonary,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001729,NC,Forsyth,NC37001,NC37067-PUL,27150,Pulmonary,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001730,NC,Forsyth,NC37001,NC37067-PUL,27150,Pulmonary,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001731,NC,Forsyth,NC37001,NC37067-PUL,27150,Pulmonary,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001732,NC,Forsyth,NC37001,NC37067-PUL,27150,Pulmonary,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001733,NC,Forsyth,NC37001,NC37067-RHE,27150,Rheumatology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001734,NC,Forsyth,NC37001,NC37067-RHE,27150,Rheumatology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001735,NC,Forsyth,NC37001,NC37067-RHE,27150,Rheumatology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001736,NC,Forsyth,NC37001,NC37067-RHE,27150,Rheumatology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001737,NC,Forsyth,NC37001,NC37067-RHE,27150,Rheumatology,7,1,0.142857,4.7,CRITICAL COVERAGE
1800001738,NC,Forsyth,NC37001,NC37067-RHE,27150,Rheumatology,7,1,0.142857,4.7,CRITICAL COVERAGE
